id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
6323012,09015722511000165001003580S3,50244 REFORMA 222,ITALCAFE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,PASEO DE LA REFORMA,CALLE,NÁPOLES,CALLE,HAVRE,CALLE,HAMBURGO,222,NA,NA,NA,NA,NA,COLONIA,JUAREZ,CENTRO Y PLAZA COMERCIAL,REFORMA 222,R01A R01B RA01A,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0803,008,NA,INFO@ITALIANNIS.COM,WWW.ITALIANNIS.COM,Fijo,19.42919935,-99.16187363,2011-03
6311723,09015722511000145002003155S5,81010 VIPS BUENAVISTA,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,AVENIDA,INSURGENTES NORTE,CALLE,CARLOS J MENESES,OTRO(ESPECIFIQUE),MANZANA O EDIFICACIÓN CONTIGUA,CALLE,JESÚS GARCÍA,131,NA,NA,NA,NA,NA,COLONIA,GUERRERO,PASAJE Y ANDADOR COMERCIAL,WALMART BUENAVISTA,SN,06300,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,049A,010,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.4441475,-99.15391478,2014-12
6304688,09015722110001141000003155S4,81017 VIPS CHILPANCINGO,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,AVENIDA,INSURGENTES SUR,CALLE,CULIACÁN,CALLE,QUINTANA ROO,EJE VIAL,4 SUR (TEHUANTEPEC),493,NA,NA,NA,NA,NA,COLONIA,ROMA SUR,NA,NA,NA,06760,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1430,002,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.40408009,-99.16923135,2010-07
6304732,09015722110001051002003155S5,81020 VIPS HAMBURGO,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,HAMBURGO,CALLE,GÉNOVA,CALLE,AMBERES,CALLE,LONDRES,126,NA,NA,NA,NA,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,095A,008,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.42596232,-99.16505756,2010-07
6304601,09015722110001221000003155S4,81023 VIPS COLON,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,IGNACIO RAMÍREZ,CALLE,PRIVADA VALLARTA,CALLE,MAESTRO ANTONIO CASO,CALLE,IGNACIO L. VALLARTA,15,NA,NA,NA,NA,NA,COLONIA,SAN RAFAEL,NA,NA,NA,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,070A,010,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.43449057,-99.15461777,2010-07
6304545,09015722110000191002003155S0,81039 VIPS SAN RAFAEL,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,AVENIDA,INSURGENTES CENTRO,CALLE,MAESTRO ANTONIO CASO,CALLE,VALENTÍN GÓMEZ FARÍAS,CALLE,SADI CARNOT,67,NA,NA,NA,NA,NA,COLONIA,SAN RAFAEL,NA,NA,NA,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0697,003,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.43644872,-99.15728433,2010-07
6305172,09015722110001581000003155S1,81068 VIPS ASTURIAS,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,JOSÉ ANTONIO TORRES,CALLE,GUMERSINDO ESQUER,EJE VIAL,3 SUR (CALZADA DE CHABACANO),CALLE,FRANCISCO AYALA,647,NA,NA,NA,NA,NA,COLONIA,ASTURIAS,NA,NA,NA,06850,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1500,007,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.4079219,-99.13364717,2010-07
6305169,09015722110001191001003155S9,81082 VIPS CUAUHTEMOC,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,EJE VIAL,LIBRAMIENTO MONTERREY A REYNOSA,CALLE,PUEBLA,AVENIDA,CHAPULTEPEC,CALLE,GUAYMAS,19,NA,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1017,024,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.42453237,-99.15391648,2010-07
6305173,09015722110000071002003155S4,81085 VIPS URUGUAY,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,REPÚBLICA DE URUGUAY,CALLE,ISABEL LA CATÓLICA,CALLE,BOLÍVAR,CALLE,REPÚBLICA DEL SALVADOR,53,NA,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06710,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0818,003,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.43048158,-99.13704327,2010-07
6305363,09015722110000911000003155S1,81130 VIPS MADERO RITZ,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,FRANCISCO I. MADERO,CALLE,BOLÍVAR,CALLE,MOTOLINÍA,CALLE,5 DE MAYO,30,NA,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0767,002,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.43369717,-99.13783356,2010-07
6305361,09015722110001061002003155S4,81166 VIPS 16 DE SEPTIEMBRE,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,16 DE SEPTIEMBRE,CALLE,5 DE FEBRERO,CALLE,PALMA,CALLE,VENUSTIANO CARRANZA,81,NA,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06060,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0818,009,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.43195553,-99.13491793,2010-07
9230372,09015722511016584000003155S7,81267 VIPS PORTAL CENTRO,OPERADORA VIPS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,LORENZO BOTURINI,CALLE,XOCONGO,CALLE,FRANCISCO J. CLAVIJERO,CALLEJON,AGUSTÍN DELGADO,256,20,NA,NA,NA,NA,COLONIA,TRANSITO,CENTRO Y PLAZA COMERCIAL,PORTAL CENTRO,20,06820,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,106A,003,NA,DPD@ALSEA.NET,WWW.VIPS.COM.MX,Fijo,19.41771692,-99.13026265,2020-04
8326211,09015722412004503000000000S2,A DIOS LE PIDO RESTAURANTE BAR,GASTRONOMICA CHURROS LA CONDESA SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,GENOVA,AVENIDA,PASEO DE LA REFORMA,CALLE,ESTRASBURGO,CALLE,BELGRADO,23,NA,NA,NA,NA,PLANTA ALTA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0945,018,NA,MA.SANCHEZ.CONTABILIDAD@GMAIL.COM,NA,Fijo,19.42718422,-99.16457905,2019-11
10682373,09015722511024351000000000U1,A LA BONNE FRANQUETTE,A LA BONNE SOUPE S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,RIO SENA,CALLE,RIO NAZAS,CALLE,RIO BALSAS,CALLE,RIO EUFRATES,22,A,NA,NA,NA,NA,COLONIA,CUAHUTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0790,011,NA,ALABONNESOUPE@GMAIL.COM,NA,Fijo,19.43318955,-99.16760687,2024-11
10477067,09015722511019892000000000U1,A LA MEXICANA,A LA MEXICANA SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,AVENIDA,JOSE MARIA PINO SUAREZ,CALLE,RINCONADA DE JESUS,CALLE,REPUBLICA DE URUGUAY,CALLE,20 DE NOVIEMBRE,27,NA,NA,NA,NA,NA,CIUDAD,CENTRO HISTORICO,NA,NA,NA,06060,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0818,017,NA,NA,NA,Fijo,19.4296291,-99.13258842,2024-11
11393047,09015722511021151000000000U8,ABRACADABRA COCINA DEL CORAZON,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,ALLENDE,CALLE,BELISARIO DOMINGUEZ,CALLE,REPUBLICA DE CUBA,CALLE,CALLEJON DEL 57,24,NA,PLAZA ALLENDE,PLANTA BAJA,NA,NA,COLONIA,CENTRO,CENTRO Y PLAZA COMERCIAL,PLAZA ALLENDE,101,06010,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0644,020,5531444386,NA,NA,Fijo,19.43782862,-99.13776209,2024-11
10294370,09015722511023283000000000U7,ABURIYA,ABURIYA SHIGE TAKANE COMIDA JAPONESA DE JAPON EN MEXICO SC,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,RIO LERMA,CALLE,RIO NIAGARA,CALLE,RIO GUADALQUIVIR,CALLE,RIO PANUCO,187,1,NA,NA,NA,NA,COLONIA,CUAHUTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0926,016,5625578479,JESUSBIBIANOCRUZ16@GMAIL.COM,WWW.ABURIYA.COM.MX,Fijo,19.42784772,-99.17039134,2024-11
11112939,09015722511017931000000000S9,ABURIYA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,RIO POO,CALLE,RIO PANUCO,CALLE,RIO LERMA,CALLE,RIO DANUBIO,102,NA,NA,NA,NA,NA,COLONIA,CUAUHTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0822,014,NA,SHIGETAKANE@GMAIL.COM,NA,Fijo,19.42999218,-99.16839972,2024-11
6757101,09015722511008971001000000S6,ABURIYA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,RIO PANUCO,CALLE,RIO EBRO,EJE VIAL,2 PONIENTE (RIO TIBER),EJE VIAL,2 PONIENTE (RIO TIBER),132,NA,NA,NA,NA,NA,COLONIA,CUAUHTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0822,016,NA,SHIGUETAKANE@MAIL.COM,NA,Fijo,19.42955877,-99.16963177,2016-10
11121663,09015722511020021000000000U4,ACA LAS QUEKAS,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMPICO,AVENIDA,CHAPULTEPEC,CALLE,PUEBLA,AVENIDA,CHAPULTEPEC,5,NA,NA,NA,NA,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1089,015,NA,BDOROTEOMIGUEL@GMAIL.COM,NA,Fijo,19.42030595,-99.17537305,2024-11
10481403,09015722511019902000000000U8,ACLOMA,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,RIO BALSAS,CALLE,RIO TIGRIS,CALLE,RIO SENA,CALLE,RIO NAZAS,32,A,NA,NA,NA,NA,COLONIA,CUAUHTEMOC,NA,NA,NA,06500,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0822,025,5588488677,NA,NA,Fijo,19.43312948,-99.16819161,2024-11
9357212,09015722511016741000000000U3,ACUYO,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,DOCTOR MIGUEL FRANCISCO JIMENEZ,CALLE,DOCTOR RAFAEL NORMA,CALLE,DOCTOR MARQUEZ,CALLE,PRIVADA DOCTOR MARQUEZ,292,NA,NA,NA,NA,NA,COLONIA,DOCTORES,NA,NA,NA,06720,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1233,015,NA,NA,NA,Fijo,19.41076611,-99.15053359,2021-05
889902,09015561110001982011070618S5,ADMINISTRACION DE SUSHI HOKO-KI,GASTRONOMIA FARWA SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,MEXICO TENOCHTITLAN,CALLE,RAMOS ARISPE,CALLE,JOSE DE EMPARAM,CALLE,IGNACIO MARISCAL,42,NA,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,PISO 3,305,NA,COLONIA,TABACALERA,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,305,06030,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0714,008,NA,CH@SUSHIHOKOKI.COM,NA,Fijo,19.43826584,-99.15175869,2010-07
10243489,09015722511023221000000000U7,AEA FASTFOOD,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,RAFAEL DELGADO,CALZADA,SAN ANTONIO ABAD,CALLE,5 DE FEBRERO,CALLE,ANTONIO DE SOLIS,147,NA,NA,NA,0,NA,COLONIA,OBRERA,NA,NA,NA,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1407,006,5512473992,NA,NA,Fijo,19.40986458,-99.13631804,2024-11
867200,09015722110003633000000000U8,AGAPI MU RESTAURANTE GRIEGO,AGAPI KUCINA S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,ALFONSO REYES,CALLE,CUERNAVACA,CALLE,CUAUTLA,AVENIDA,CAMPECHE,96,NA,NA,NA,0,NA,COLONIA,CONDESA,NA,NA,NA,06170,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1318,018,NA,NA,NA,Fijo,19.4094157,-99.17812621,2010-07
10606602,09015722412005491000000000U9,AGAVITO MEZCAL,AGAVITO MEZCAL SA DE CV,722412,"Bares, cantinas y similares",0 a 5 personas,EJE VIAL,1 PONIENTE AVENIDA CUAUHTEMOC,CALLE,DOCTOR J. NAVARRO,CALLE,DOCTOR ILDELFONSO VELASCO,CALLE,DOCTOR MANUEL CARMONA Y VALLE,96,NA,CUAUHTEMOC 96,PISO 1,NA,NA,COLONIA,DOCTORES,EDIFICIO COMERCIAL Y DE SERVICIOS,CUAUHTEMOC 96,PB,06720,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1549,046,NA,NA,NA,Fijo,19.42085308,-99.15393386,2024-11
11347818,09015722511023043000000000U5,AGO ANDARRETA,AGO ANDARRETA SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,VERACRUZ,CALLE,ATLIXCO,CALLE,CUERNAVACA,CALLE,JUAN DE LA BARRERA,83,NA,NA,NA,NA,NA,COLONIA,CONDESA,NA,NA,NA,06140,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1182,001,NA,NA,NA,Fijo,19.41649904,-99.17315479,2024-11
10033460,09015722412005763000000000U1,AGROTAVERNA MONSTRUO DE AGUA,COLECTIVO ATL-XOLOTL SA DE CV,722412,"Bares, cantinas y similares",11 a 30 personas,AVENIDA,AMSTERDAM,AVENIDA,SONORA,CALLE,HUICHAPAN,AVENIDA,MEXICO,46,NA,NA,NA,301,B,COLONIA,HIPODROMO,NA,NA,NA,06100,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,120A,006,5539819869,NA,NA,Fijo,19.41528213,-99.16893543,2024-11
10535100,09015722511022874000000000U4,AHANERA RESTAURANTE,AHANA RESTAURANTE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,COLIMA,CALLE,CORDOBA,CALLE,ORIZABA,CALLE,DURANGO,161,NA,COLIMA 161,PISO 6,NA,NA,COLONIA,ROMA NORTE,EDIFICIO COMERCIAL Y DE SERVICIOS,COLIMA 161,SN,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1002,011,NA,NA,NA,Fijo,19.42002457,-99.15949503,2024-11
11485146,09015722511023603000000000U6,AHUMADOS PELICAN,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,JAIME TORRES BODET,CALLE,MANUEL CARPIO,CALLE,MARIA ENRIQUETA CAMARILLO,CALLE,NARANJO,204,NA,NA,NA,NA,NA,COLONIA,SANTA MARIA LA RIBERA,NA,NA,NA,06400,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0466,025,5513430725,NA,NA,Fijo,19.45180642,-99.15722097,2024-11
9848675,09015722511018551000000000U4,AJE AYE,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,EJE VIAL,2 A SUR MANUEL PAYNO,EJE VIAL,CENTRAL (LAZARO CARDENAS),CALLE,SIMON BOLIVAR,CALLE,JUAN DE DIOS PEZA,17,NA,NA,NA,NA,NA,COLONIA,OBRERA,NA,NA,NA,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1248,011,NA,NA,NA,Fijo,19.41409529,-99.14293359,2024-11
895379,09015541820000171011000000U5,AJENO,ROMA NORTE COCKTAIL BAR SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,ALVARO OBREGON,CALLE,JALAPA,CALLE,ORIZABA,CALLE,CHIHUAHUA,126,NA,NA,NA,126,NA,COLONIA,ROMA NORTE,NA,NA,NA,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1106,010,NA,NA,NA,Fijo,19.41786414,-99.16074357,2014-12
8338693,09015722511010282000000000U4,AKARMAN VEGA FOOD,AKARMAN VEGA FOOD SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,VIENA,CALLE,LUCERNA,CALLE,ROMA,CALLE,MILAN,22,NA,NA,NA,0,A Y B,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0856,015,NA,NA,NA,Fijo,19.42990639,-99.15781679,2019-11
9761080,09015722511021881000000000U0,AKITA RAMEL,NA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,EJE VIAL,CENTRAL LAZARO CARDENAS,CALLE,INDEPENDENCIA,AVENIDA,JUAREZ,CALLE,LOPEZ,9,NA,FAN CENTER,PISO 3,308,NA,COLONIA,CENTRO,CENTRO Y PLAZA COMERCIAL,FRIKIPLAZA,308 Y 310,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0748,013,NA,VIANEYVAZ00@GMAIL.COM.MX,NA,Fijo,19.43389409,-99.14100886,2024-11
11104642,09015722511020602000000000U1,ALAMBIQUE GREELL,ALAMBIQUE Y AGAVE  SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,VERSALLES,CALLE,LUCERNA,CALLE,ROMA,CALLE,LISBOA,57,NA,NA,NA,NA,NA,COLONIA,JUAREZ,NA,NA,NA,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0856,004,NA,NA,NA,Fijo,19.42933133,-99.15517433,2024-11
